user_id,institute_std,class_id,avg_speed_qpm,avg_accuracy_expected_pct,avg_completion_pct,avg_time_taken_minutes,speed_valid_attempt_count,work_habits_score,work_habits_band,evidence_score,evidence_level
4443,OKOMFO ANOKYE RURAL BANK LTD.,520,105.88,86.67,100.0,0.28,1,94.0,STRONG,9.47,VERY_LOW
4557,UPPER MANYA KRO RURAL BANK LTD,520,200.0,96.67,100.0,0.15,1,98.5,STRONG,9.47,VERY_LOW
4598,UPPER AMENFI RURAL BANK LTD.,520,93.85,95.0,100.0,0.325,2,97.75,STRONG,10.27,VERY_LOW
4622,ASOKORE MAMPONG RURAL BANK LTD.,520,127.94,91.66499999999999,100.0,0.24000000000000002,2,96.25,STRONG,10.27,VERY_LOW
4640,KAASEMAN RURAL BANK LTD.,520,57.504999999999995,85.0,100.0,0.5249999999999999,2,93.25,STRONG,10.27,VERY_LOW
4692,BRAKWA BREMAN RURAL BANK LTD.,520,128.57,83.33,100.0,0.23,1,92.5,STRONG,9.47,VERY_LOW
4736,NZEMA MANLE RURAL BANK LTD.,520,134.76,96.66499999999999,100.0,0.23,2,98.5,STRONG,10.27,VERY_LOW
4813,kapps,623,75.0,70.0,100.0,0.53,1,86.5,STRONG,9.47,VERY_LOW
4813,kapps,624,200.0,85.0,100.0,0.2,1,93.25,STRONG,9.47,VERY_LOW
4813,kapps,626,184.62,75.0,100.0,0.22,1,88.75,STRONG,9.47,VERY_LOW
4813,kapps,627,218.18,70.0,100.0,0.18,1,86.5,STRONG,9.47,VERY_LOW
4868,AMENFIMAN RURAL BANK LTD.,520,142.855,91.66499999999999,100.0,0.25,2,96.25,STRONG,10.27,VERY_LOW
4901,AMENFIMAN RURAL BANK LTD.,520,140.0,98.33500000000001,100.0,0.235,2,99.25,STRONG,10.27,VERY_LOW
5288,LETSHEGO,70,267.2733333333333,100.0,100.0,0.2233333333333333,3,100.0,STRONG,11.07,VERY_LOW
5393,KINTAMPO RURAL BANK LIMITED,520,84.46333333333332,87.78000000000002,100.0,0.41333333333333333,3,94.5,STRONG,11.07,VERY_LOW
5473,MANYA KROBO RURAL BANK LTD.,520,94.74,86.67,100.0,0.32,1,94.0,STRONG,9.47,VERY_LOW
5490,AMANSIE WEST RURAL BANK LTD.,520,46.15,83.33,100.0,0.65,1,92.5,STRONG,9.47,VERY_LOW
5672,YAASANTEWAA RURAL BANK PLC,520,42.54,90.0,100.0,0.75,2,95.5,STRONG,10.27,VERY_LOW
5755,CAPITAL RURAL BANK LTD.,520,172.5,98.33500000000001,100.0,0.19,2,99.25,STRONG,10.27,VERY_LOW
5963,UNKNOWN_UNMAPPED,520,112.5,66.67,100.0,0.27,1,85.0,STRONG,9.47,VERY_LOW
6101,KINTAMPO RURAL BANK LIMITED,520,35.29,90.0,100.0,0.85,1,95.5,STRONG,9.47,VERY_LOW
6115,OKOMFO ANOKYE RURAL BANK LTD.,520,138.46,93.33,100.0,0.22,1,97.0,STRONG,9.47,VERY_LOW
6243,Starlife Assurance,601,150.0,40.0,100.0,0.17,1,73.0,GOOD,9.47,VERY_LOW
6273,ADANSI RURAL BANK LIMITED,520,97.16,96.67,100.0,0.32,2,98.5,STRONG,10.27,VERY_LOW
6313,BONZALI RURAL BANK LTD.,520,163.64,100.0,100.0,0.18,1,100.0,STRONG,9.47,VERY_LOW
6463,ADA RURAL BANK LTD.,520,112.5,96.67,100.0,0.27,1,98.5,STRONG,9.47,VERY_LOW
7061,LESHEGO,70,113.49142857142856,92.85714285714286,100.0,0.4228571428571429,7,96.79,STRONG,14.27,VERY_LOW
7492,ODOTOBRI RURAL BANK LTD.,520,165.0,93.33500000000001,100.0,0.185,2,97.0,STRONG,10.27,VERY_LOW
7603,KaPPS,623,104.35,67.5,100.0,0.38,1,85.38,STRONG,9.47,VERY_LOW
7603,KaPPS,624,200.0,90.0,100.0,0.2,1,95.5,STRONG,9.47,VERY_LOW
7603,KaPPS,626,133.33,72.5,100.0,0.3,1,87.62,STRONG,9.47,VERY_LOW
7603,KaPPS,627,266.67,85.0,100.0,0.15,1,93.25,STRONG,9.47,VERY_LOW
7736,BOSOME-FREHO RURAL BANK LTD.,520,100.0,96.67,100.0,0.3,1,98.5,STRONG,9.47,VERY_LOW
7796,NZEMA MANLE RURAL BANK LTD.,520,100.31,100.0,100.0,0.30000000000000004,2,100.0,STRONG,10.27,VERY_LOW
8142,AKUAPEM RURAL BANK LTD.,520,34.73,83.33500000000001,100.0,0.87,2,92.5,STRONG,10.27,VERY_LOW
8343,MANYA KROBO RURAL BANK LTD.,520,180.0,90.0,100.0,0.17,1,95.5,STRONG,9.47,VERY_LOW
8566,UNKNOWN_UNMAPPED,360,150.0,40.0,100.0,0.03,1,73.0,GOOD,9.47,VERY_LOW
8615,YAA ASANTEWAA RURAL BANK LTD.,520,85.71,93.33,100.0,0.35,1,97.0,STRONG,9.47,VERY_LOW
8906,Kajaji Senior high school,598,150.0,50.0,100.0,0.07,1,77.5,STRONG,9.47,VERY_LOW
9059,ARB APEX BANK PLC,520,45.0,90.0,100.0,0.67,1,95.5,STRONG,9.47,VERY_LOW
9063,TIZAA RURAL BANK LTD.,520,129.23000000000002,86.66499999999999,100.0,0.235,2,94.0,STRONG,10.27,VERY_LOW
9260,ODOTOBRI RURAL BANK LTD.,520,151.05,90.0,100.0,0.2,2,95.5,STRONG,10.27,VERY_LOW
9370,NKORANMAN RURAL BANK LTD.,520,138.215,98.33500000000001,100.0,0.355,2,99.25,STRONG,10.27,VERY_LOW
9522,KWAHU PRASO RURAL BANK LIMITED,520,76.625,90.0,100.0,0.455,2,95.5,STRONG,10.27,VERY_LOW
9675,BESSFA RURAL BANK LTD.,520,122.17,86.66499999999999,100.0,0.25,2,94.0,STRONG,10.27,VERY_LOW
9879,MANYA KROBO RURAL BANK LTD.,520,450.0,96.67,100.0,0.07,1,98.5,STRONG,9.47,VERY_LOW
9986,AHANTAMAN RURAL BANK LTD.,520,32.14,100.0,100.0,0.93,1,100.0,STRONG,9.47,VERY_LOW
10017,NKORANZA KWABRE RURAL BANK LTD.,520,71.43,91.66499999999999,100.0,0.5,2,96.25,STRONG,10.27,VERY_LOW
10136,ODOTOBRI RURAL BANK LTD.,520,121.035,88.33500000000001,100.0,0.325,2,94.75,STRONG,10.27,VERY_LOW
10160,ASOKORE RURAL BANK LTD.,520,128.57,93.33,100.0,0.23,1,97.0,STRONG,9.47,VERY_LOW
10303,KWAMANMAN RURAL BANK LTD.,520,85.71,43.33,100.0,0.35,1,74.5,GOOD,9.47,VERY_LOW
10451,WAMFIE RURAL BANK PLC,520,120.0,66.67,100.0,0.25,1,85.0,STRONG,9.47,VERY_LOW
10608,ASOKORE RURAL BANK LTD.,520,200.0,93.33,100.0,0.15,1,97.0,STRONG,9.47,VERY_LOW
10710,BRAKWA BREMAN RURAL BANK LTD.,520,88.125,78.33500000000001,100.0,0.39,2,90.25,STRONG,10.27,VERY_LOW
10804,Star Life Assurance Limited,600,195.0,100.0,100.0,0.09,2,100.0,STRONG,10.27,VERY_LOW
10867,Opoku Ware school,360,300.0,80.0,100.0,0.02,1,91.0,STRONG,9.47,VERY_LOW
10867,Opoku Ware school,598,200.0,20.0,100.0,0.05,1,64.0,GOOD,9.47,VERY_LOW
10871,BOSOME-FREHO RURAL BANK LTD.,520,110.93,88.33500000000001,100.0,0.445,2,94.75,STRONG,10.27,VERY_LOW
10884,MEPE AREA RURAL BANK LIMITED,520,84.485,83.33,100.0,0.6,2,92.5,STRONG,10.27,VERY_LOW
10934,LETSHEGO,70,120.0,100.0,100.0,0.25,1,100.0,STRONG,9.47,VERY_LOW
11044,BRAKWA BREMAN RURAL BANK LTD.,520,138.46,93.33,100.0,0.22,1,97.0,STRONG,9.47,VERY_LOW
11083,LETSHEGO,70,105.88,96.67,100.0,0.28,1,98.5,STRONG,9.47,VERY_LOW
11159,OKOMFO ANOKYE RURAL BANK LTD.,520,112.5,93.33,100.0,0.27,1,97.0,STRONG,9.47,VERY_LOW
11609,Starlife Assurance,601,107.14,76.0,100.0,0.23,1,89.2,STRONG,9.47,VERY_LOW
11672,LOWER PRA RURAL BANK LTD.,520,43.9,93.33,100.0,0.68,1,97.0,STRONG,9.47,VERY_LOW
11742,MPONUA RURAL BANK LTD.,520,135.0,90.0,100.0,0.225,2,95.5,STRONG,10.27,VERY_LOW
11788,OKOMFO ANOKYE RURAL BANK LTD.,520,100.0,86.67,100.0,0.3,1,94.0,STRONG,9.47,VERY_LOW
11796,Opoku Ware School,599,300.0,70.0,100.0,0.03,1,86.5,STRONG,9.47,VERY_LOW
11917,UPPER AMENFI RURAL BANK LTD.,520,40.91,96.67,100.0,0.73,1,98.5,STRONG,9.47,VERY_LOW
12032,AKUAPEM RURAL BANK LTD.,520,35.29,100.0,100.0,0.85,1,100.0,STRONG,9.47,VERY_LOW
12138,Starlife Assurance,601,250.0,92.0,100.0,0.1,1,96.4,STRONG,9.47,VERY_LOW
12490,DENKYIRAMAN RURAL BANK LTD,520,100.0,95.0,100.0,0.4,2,97.75,STRONG,10.27,VERY_LOW
12579,Opoku Ware School,599,250.0,90.0,100.0,0.04,2,95.5,STRONG,10.27,VERY_LOW
12647,AMANSIE WEST RURAL BANK LTD.,520,72.465,96.66499999999999,100.0,0.41500000000000004,2,98.5,STRONG,10.27,VERY_LOW
12675,BONZALI RURAL BANK LTD.,520,51.489999999999995,95.0,100.0,0.605,2,97.75,STRONG,10.27,VERY_LOW
12857,ADONTEN COMMUNITY BANK LTD.,520,100.0,86.67,100.0,0.3,1,94.0,STRONG,9.47,VERY_LOW
12914,YAA ASANTEWAA RURAL BANK LTD.,520,75.0,76.67,100.0,0.4,1,89.5,STRONG,9.47,VERY_LOW
12982,OKOMFO ANOKYE RURAL BANK LTD.,520,120.0,100.0,100.0,0.25,1,100.0,STRONG,9.47,VERY_LOW
13253,ATWIMA MPONUA RURAL BANK LTD.,520,114.23,98.33500000000001,100.0,0.275,2,99.25,STRONG,10.27,VERY_LOW
13316,ADANSI RURAL BANK LTD.,520,109.19,96.66499999999999,100.0,0.275,2,98.5,STRONG,10.27,VERY_LOW
13645,KAASEMAN RURAL BANK LTD.,520,128.015,91.66499999999999,100.0,0.55,2,96.25,STRONG,10.27,VERY_LOW
13707,ENYAN DENKYIRA RURAL BANK LTD.,520,200.0,96.67,100.0,0.15,1,98.5,STRONG,9.47,VERY_LOW
13816,Abutia Teti R.C. JHS,256,146.73,43.14,100.0,0.275,2,74.41,GOOD,10.27,VERY_LOW
13816,Abutia Teti R.C. JHS,274,400.0,17.5,100.0,0.1,1,62.88,GOOD,9.47,VERY_LOW
13819,AMENFIMAN RURAL BANK LTD.,520,292.5,96.67,100.0,0.10500000000000001,2,98.5,STRONG,10.27,VERY_LOW
13960,MICROFIN RURAL BANK LTD.,520,54.55,83.33,100.0,0.55,1,92.5,STRONG,9.47,VERY_LOW
14039,UPPER MANYA KRO RURAL BANK LTD.,520,150.0,93.33500000000001,100.0,0.21000000000000002,2,97.0,STRONG,10.27,VERY_LOW
14059,BESSFA RURAL BANK LTD.,520,150.0,53.33,100.0,0.2,1,79.0,STRONG,9.47,VERY_LOW
14207,OKOMFO ANOKYE RURAL BANK LTD.,520,138.46,96.67,100.0,0.22,1,98.5,STRONG,9.47,VERY_LOW
14355,Starlife Assurance,601,500.0,100.0,100.0,0.05,1,100.0,STRONG,9.47,VERY_LOW
14361,MEPE AREA RURAL BANK LIMITED,520,92.85499999999999,93.33,100.0,0.32499999999999996,2,97.0,STRONG,10.27,VERY_LOW
14550,ARB APEX BANK PLC,520,78.41,80.0,100.0,0.385,2,91.0,STRONG,10.27,VERY_LOW
14599,NSUTAMAN RURAL BANK LTD.,520,150.0,93.33,100.0,0.2,1,97.0,STRONG,9.47,VERY_LOW
14701,AMENFIMAN RURAL BANK LTD.,520,163.64,93.33,100.0,0.18,1,97.0,STRONG,9.47,VERY_LOW
14800,Nagie's Angels  Educational Centre,254,377.435,30.605,100.0,0.40750000000000003,4,68.77,GOOD,11.87,VERY_LOW
14806,BUILSA COMMUNITY BANK LTD.,520,139.285,96.66499999999999,100.0,0.21500000000000002,2,98.5,STRONG,10.27,VERY_LOW
15031,ARB APEX BANK PLC,520,219.23000000000002,93.33500000000001,100.0,0.16,2,97.0,STRONG,10.27,VERY_LOW
15150,SEFWIMAN RURAL BANK LTD.,520,81.82,93.33,100.0,0.37,1,97.0,STRONG,9.47,VERY_LOW
15218,ABOKOBI AREA RURAL BANK LTD.,520,110.85,95.0,100.0,0.35,2,97.75,STRONG,10.27,VERY_LOW
15360,CAPITAL RURAL BANK LTD.,520,75.0,93.33500000000001,100.0,0.4,2,97.0,STRONG,10.27,VERY_LOW
15423,KAASEMAN RURAL BANK LTD.,520,104.03,95.0,100.0,0.36,2,97.75,STRONG,10.27,VERY_LOW
15462,knust,259,500.0,8.0,100.0,0.1,1,58.6,DEVELOPING,9.47,VERY_LOW
15567,AMENFIMAN RURAL BANK LTD.,520,165.0,95.0,100.0,0.185,2,97.75,STRONG,10.27,VERY_LOW
15574,starlife,600,400.0,45.0,100.0,0.05,1,75.25,STRONG,9.47,VERY_LOW
15574,starlife,601,166.67,56.0,100.0,0.15,1,80.2,STRONG,9.47,VERY_LOW
15614,UNKNOWN_UNMAPPED,520,225.0,96.67,100.0,0.13,1,98.5,STRONG,9.47,VERY_LOW
15734,YAA ASANTEWAA RURAL BANK LTD.,520,94.74,80.0,100.0,0.32,1,91.0,STRONG,9.47,VERY_LOW
15891,AMANSIE WEST RURAL BANK LTD.,520,83.76499999999999,90.0,100.0,0.36,2,95.5,STRONG,10.27,VERY_LOW
15957,UNKNOWN_UNMAPPED,520,75.13,75.0,100.0,0.4,2,88.75,STRONG,10.27,VERY_LOW
15987,Star Life Assurance Limited,600,356.25,52.5,100.0,0.08,2,78.62,STRONG,10.27,VERY_LOW
16096,ARB APEX BANK PLC,520,100.0,100.0,100.0,0.3,1,100.0,STRONG,9.47,VERY_LOW
16228,SONZELE RURAL BANK LTD.,520,230.0,55.0,100.0,0.19,2,79.75,STRONG,10.27,VERY_LOW
16390,UNKNOWN_UNMAPPED,520,62.07,93.33,100.0,0.48,1,97.0,STRONG,9.47,VERY_LOW
16512,FIASEMAN RURAL BANK LTD.,520,180.0,100.0,100.0,0.17,2,100.0,STRONG,10.27,VERY_LOW
16613,ARB APEX BANK PLC,520,107.27333333333333,92.22333333333334,100.0,0.29,3,96.5,STRONG,11.07,VERY_LOW
16622,ODOTOBRI RURAL BANK LTD.,520,48.335,93.33,100.0,0.725,2,97.0,STRONG,10.27,VERY_LOW
16818,MALTAABA COMMUNITY BANK LTD,520,138.46,83.33,100.0,0.22,1,92.5,STRONG,9.47,VERY_LOW
16824,MANYA KROBO RURAL BANK LTD.,520,120.0,90.0,100.0,0.25,1,95.5,STRONG,9.47,VERY_LOW
16905,ADANSI RURAL BANK LTD.,520,140.91,95.0,100.0,0.26,2,97.75,STRONG,10.27,VERY_LOW
17002,ARB APEX BANK PLC,520,60.0,90.0,100.0,0.5,1,95.5,STRONG,9.47,VERY_LOW
17094,FIASEMAN RURAL BANK LTD.,520,180.0,90.0,100.0,0.17,1,95.5,STRONG,9.47,VERY_LOW
17225,Opoku Ware School,596,100.0,50.0,100.0,0.1,1,77.5,STRONG,9.47,VERY_LOW
17540,PrettyUp,360,150.0,80.0,100.0,0.03,1,91.0,STRONG,9.47,VERY_LOW
17920,SUMA RURAL BANK LTD.,520,150.0,83.33,100.0,0.2,1,92.5,STRONG,9.47,VERY_LOW
17932,ATWIMA MPONUA RURAL BANK LTD.,520,178.125,96.66499999999999,100.0,0.315,2,98.5,STRONG,10.27,VERY_LOW
18342,OFFINSO RURAL BANK LTD.,520,150.0,86.67,100.0,0.2,1,94.0,STRONG,9.47,VERY_LOW
18403,OKOMFO ANOKYE RURAL BANK LTD.,520,90.0,96.67,100.0,0.33,1,98.5,STRONG,9.47,VERY_LOW
18629,ANLO RURAL BANK LIMITED,520,156.4933333333333,90.0,100.0,0.35333333333333333,3,95.5,STRONG,11.07,VERY_LOW
18673,BESSFA RURAL BANK LTD.,520,190.0,100.0,100.0,0.16,2,100.0,STRONG,10.27,VERY_LOW
18747,ODUPONGKPEHE RURAL BANK PLC,520,72.0,96.67,100.0,0.42,1,98.5,STRONG,9.47,VERY_LOW
18825,ARB APEX BANK PLC,520,81.0,98.33500000000001,100.0,0.375,2,99.25,STRONG,10.27,VERY_LOW
19089,EJURAMAN RURAL BANK LIMITED,520,600.0,100.0,100.0,0.05,1,100.0,STRONG,9.47,VERY_LOW
19133,BOSOMTWE RURAL BANK LTD.,520,450.0,100.0,100.0,0.07,1,100.0,STRONG,9.47,VERY_LOW
19417,Notre Dame Semenary Senior High school,598,175.0,85.0,100.0,0.060000000000000005,2,93.25,STRONG,10.27,VERY_LOW
19426,LOWER PRA RURAL BANK LTD.,520,101.25,90.0,100.0,0.30000000000000004,2,95.5,STRONG,10.27,VERY_LOW
19607,AMENFIMAN RURAL BANK LTD.,520,56.25,96.67,100.0,0.53,1,98.5,STRONG,9.47,VERY_LOW
19910,Suhum Rural Bank LTD.,520,48.65,93.33,100.0,0.62,1,97.0,STRONG,9.47,VERY_LOW
19924,OKOMFO ANOKYE RURAL BANK LTD.,520,144.23000000000002,93.33500000000001,100.0,0.21000000000000002,2,97.0,STRONG,10.27,VERY_LOW
20043,DANGME RURAL BANK LTD.,520,100.31,96.67,100.0,0.30000000000000004,2,98.5,STRONG,10.27,VERY_LOW
20104,NKORANZA KWABRE RURAL BANK LTD.,520,75.0,100.0,100.0,0.4,1,100.0,STRONG,9.47,VERY_LOW
20760,kajaji Senior high school,292,150.0,35.0,100.0,0.13,1,70.75,GOOD,9.47,VERY_LOW
20859,ENYAN DENKYIRA RURAL BANK LTD.,520,171.82,90.0,100.0,0.175,2,95.5,STRONG,10.27,VERY_LOW
20949,DANGME RURAL BANK LTD.,520,187.5,91.67,100.0,0.25,2,96.25,STRONG,10.27,VERY_LOW
20970,NAGIE'S QANGELS EDU CENTRE,255,184.62,57.5,100.0,0.22,1,80.88,STRONG,9.47,VERY_LOW
20970,NAGIE'S QANGELS EDU CENTRE,353,240.0,50.0,100.0,0.12,1,77.5,STRONG,9.47,VERY_LOW
21005,ANUM RURAL BANK LTD.,520,101.25,88.33,100.0,0.30000000000000004,2,94.75,STRONG,10.27,VERY_LOW
21621,NKORANZA KWABRE RURAL BANK LTD,520,144.645,86.66499999999999,100.0,0.3,2,94.0,STRONG,10.27,VERY_LOW
21951,AVENOR RURAL BANK LTD.,520,100.0,83.33,100.0,0.3,1,92.5,STRONG,9.47,VERY_LOW
22015,LOWER PRA RURAL BANK LTD.,520,190.0,95.0,100.0,0.16,2,97.75,STRONG,10.27,VERY_LOW
22040,OKOMFO ANOKYE RURAL BANK LTD.,520,90.0,80.0,100.0,0.33,1,91.0,STRONG,9.47,VERY_LOW
22209,Opoku Ware School,596,120.0,40.0,100.0,0.08,1,73.0,GOOD,9.47,VERY_LOW
22209,Opoku Ware School,597,225.0,80.0,100.0,0.05,2,91.0,STRONG,10.27,VERY_LOW
22366,UNKNOWN_UNMAPPED,256,2400.0,37.5,100.0,0.02,1,71.88,GOOD,9.47,VERY_LOW
22366,UNKNOWN_UNMAPPED,348,300.0,60.0,100.0,0.02,1,82.0,STRONG,9.47,VERY_LOW
22666,Opoku Ware School,360,150.0,100.0,100.0,0.03,1,100.0,STRONG,9.47,VERY_LOW
22733,ODOTOBRI RURAL BANK LTD.,520,74.03,90.0,100.0,0.42500000000000004,2,95.5,STRONG,10.27,VERY_LOW
22797,BOSOME-FREHO RURAL BANK LTD.,520,60.575,93.33500000000001,100.0,0.525,2,97.0,STRONG,10.27,VERY_LOW
22902,OFFINSO RURAL BANK LTD.,520,100.0,96.67,100.0,0.3,1,98.5,STRONG,9.47,VERY_LOW
22963,UPPER AMENFI RURAL BANK LTD.,520,35.29,86.67,100.0,0.85,1,94.0,STRONG,9.47,VERY_LOW
23106,ODOTOBRI RURAL BANK LTD.,520,48.65,83.33,100.0,0.62,1,92.5,STRONG,9.47,VERY_LOW
23110,MICROFIN RURAL BANK LTD.,520,115.155,75.0,100.0,0.315,2,88.75,STRONG,10.27,VERY_LOW
23166,AMENFIMAN RURAL BANK LTD.,520,180.0,100.0,100.0,0.17,1,100.0,STRONG,9.47,VERY_LOW
23191,ODOTOBRI RURAL BANK LTD.,520,34.62,96.67,100.0,0.87,1,98.5,STRONG,9.47,VERY_LOW
23555,AMENFIMAN RURAL BANK LTD.,520,43.64,85.0,100.0,0.75,2,93.25,STRONG,10.27,VERY_LOW
23717,NZEMA MANLE RURAL BANK LTD.,520,390.0,95.0,100.0,0.11000000000000001,2,97.75,STRONG,10.27,VERY_LOW
23761,AMENFIMAN RURAL BANK LTD.,520,154.285,95.0,100.0,0.2,2,97.75,STRONG,10.27,VERY_LOW
23824,Starlife Assurance,601,500.0,92.0,100.0,0.05,1,96.4,STRONG,9.47,VERY_LOW
24047,ODOTOBRI RURAL BANK LTD.,520,97.5,93.33500000000001,100.0,0.325,2,97.0,STRONG,10.27,VERY_LOW
24073,ABOKOBI AREA RURAL BANK LTD.,520,104.03,96.67,100.0,0.36,2,98.5,STRONG,10.27,VERY_LOW
24501,KWAHU PRASO RURAL BANK LIMITED,520,231.82000000000002,92.22333333333334,100.0,0.20666666666666667,3,96.5,STRONG,11.07,VERY_LOW
25088,BRAKWA BREMAN RURAL BANK LTD.,520,128.57,83.33,100.0,0.23,1,92.5,STRONG,9.47,VERY_LOW
25242,NSOATREMAN RURAL BANK LTD.,520,75.0,83.33,100.0,0.4,1,92.5,STRONG,9.47,VERY_LOW
25431,Star Life Assurance Limited,600,135.715,100.0,100.0,0.135,2,100.0,STRONG,10.27,VERY_LOW
25530,OKOMFO ANOKYE RURAL BANK LTD.,520,163.64,90.0,100.0,0.18,1,95.5,STRONG,9.47,VERY_LOW
25862,ASSINMAN RURAL BANK LTD.,520,60.0,86.66499999999999,100.0,0.535,2,94.0,STRONG,10.27,VERY_LOW
25912,ODOTOBRI RURAL BANK LTD.,520,159.87,95.0,100.0,0.225,2,97.75,STRONG,10.27,VERY_LOW
26102,AMENFIMAN RURAL BANK LTD.,520,108.28999999999999,98.33500000000001,100.0,0.375,2,99.25,STRONG,10.27,VERY_LOW
26124,ADONTEN COMMUNITY BANK LTD.,520,81.82,93.33,100.0,0.37,1,97.0,STRONG,9.47,VERY_LOW
26173,FIASEMAN RURAL BANK LTD.,520,80.94999999999999,91.66499999999999,100.0,0.5650000000000001,2,96.25,STRONG,10.27,VERY_LOW
26210,AMENFIMAN RURAL BANK LTD.,520,353.57,96.67,100.0,0.095,2,98.5,STRONG,10.27,VERY_LOW
