user_id,institute_std,attempt_count,completed_attempt_count,class_count,test_count,avg_score_pct,avg_accuracy_expected_pct,avg_completion_pct,latest_attempt_at,ready_class_count,at_risk_class_count,overall_readiness_band,evidence_level
4901,AMENFIMAN RURAL BANK LTD.,2,2,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-10 18:52:34,1,0,READY,VERY_LOW
5288,LETSHEGO,3,6,1,3,100.0,100.0,100.0,2025-12-11 21:25:46,1,0,READY,LOW
5393,KINTAMPO RURAL BANK LIMITED,3,4,1,3,87.78000000000002,87.78000000000002,100.0,2026-04-15 21:58:44,1,0,READY,LOW
5473,MANYA KROBO RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2026-04-14 23:29:37,1,0,READY,VERY_LOW
5490,AMANSIE WEST RURAL BANK LTD.,1,1,1,1,83.33,83.33,100.0,2025-11-11 08:57:25,1,0,READY,VERY_LOW
5672,YAASANTEWAA RURAL BANK PLC,2,3,1,2,90.0,90.0,100.0,2026-04-12 15:11:18,1,0,READY,VERY_LOW
5755,CAPITAL RURAL BANK LTD.,2,3,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-07 11:22:40,1,0,READY,VERY_LOW
5963,UNKNOWN_UNMAPPED,1,1,1,1,66.67,66.67,100.0,2026-04-13 07:52:35,1,0,READY,VERY_LOW
6101,KINTAMPO RURAL BANK LIMITED,1,2,1,1,90.0,90.0,100.0,2026-04-14 10:06:52,1,0,READY,VERY_LOW
6115,OKOMFO ANOKYE RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-08 19:14:34,1,0,READY,VERY_LOW
6243,Starlife Assurance,1,2,1,1,40.0,40.0,100.0,2025-08-22 14:20:09,0,1,AT_RISK,VERY_LOW
6273,ADANSI RURAL BANK LIMITED,2,2,1,2,96.67,96.67,100.0,2026-04-14 17:07:26,1,0,READY,VERY_LOW
6313,BONZALI RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-17 15:14:44,1,0,READY,VERY_LOW
6463,ADA RURAL BANK LTD.,1,2,1,1,96.67,96.67,100.0,2025-11-11 17:40:47,1,0,READY,VERY_LOW
6967,UNKNOWN_UNMAPPED,1,2,1,1,20.0,20.0,100.0,2025-11-03 21:43:48,0,1,AT_RISK,VERY_LOW
7061,LESHEGO,7,28,1,7,92.85714285714286,92.85714285714286,100.0,2025-12-11 12:54:14,1,0,READY,LOW
7492,ODOTOBRI RURAL BANK LTD.,2,2,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-09 19:03:57,1,0,READY,VERY_LOW
7603,KaPPS,4,19,4,4,78.75,78.75,100.0,2026-04-16 15:34:35,4,0,READY,VERY_LOW
7736,BOSOME-FREHO RURAL BANK LTD.,1,2,1,1,96.67,96.67,100.0,2026-04-13 09:49:22,1,0,READY,VERY_LOW
7796,NZEMA MANLE RURAL BANK LTD.,2,13,1,2,100.0,100.0,100.0,2026-04-13 08:28:32,1,0,READY,VERY_LOW
8142,AKUAPEM RURAL BANK LTD.,2,4,1,2,83.33500000000001,83.33500000000001,100.0,2026-04-13 14:12:08,1,0,READY,VERY_LOW
8343,MANYA KROBO RURAL BANK LTD.,1,3,1,1,90.0,90.0,100.0,2026-04-15 11:41:25,1,0,READY,VERY_LOW
8566,UNKNOWN_UNMAPPED,1,3,1,1,40.0,40.0,100.0,2026-05-04 10:56:38,0,1,AT_RISK,VERY_LOW
8615,YAA ASANTEWAA RURAL BANK LTD.,1,3,1,1,93.33,93.33,100.0,2026-04-17 18:38:03,1,0,READY,VERY_LOW
8906,Kajaji Senior high school,1,4,1,1,50.0,50.0,100.0,2026-06-05 17:58:24,0,0,NEAR_READY,VERY_LOW
9059,ARB APEX BANK PLC,1,1,1,1,90.0,90.0,100.0,2025-11-28 12:28:13,1,0,READY,VERY_LOW
9063,TIZAA RURAL BANK LTD.,2,6,1,2,86.66499999999999,86.66499999999999,100.0,2026-04-11 14:44:32,1,0,READY,VERY_LOW
9260,ODOTOBRI RURAL BANK LTD.,2,5,1,2,90.0,90.0,100.0,2026-04-08 08:40:46,1,0,READY,VERY_LOW
9370,NKORANMAN RURAL BANK LTD.,2,2,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-12 16:56:45,1,0,READY,VERY_LOW
9522,KWAHU PRASO RURAL BANK LIMITED,2,8,1,2,90.0,90.0,100.0,2025-11-05 23:30:20,1,0,READY,VERY_LOW
9675,BESSFA RURAL BANK LTD.,2,2,1,2,86.66499999999999,86.66499999999999,100.0,2026-04-16 20:35:09,1,0,READY,VERY_LOW
9879,MANYA KROBO RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2026-04-14 09:49:31,1,0,READY,VERY_LOW
9986,AHANTAMAN RURAL BANK LTD.,1,2,1,1,100.0,100.0,100.0,2025-11-11 16:02:39,1,0,READY,VERY_LOW
10017,NKORANZA KWABRE RURAL BANK LTD.,2,3,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-08 10:17:39,1,0,READY,VERY_LOW
10136,ODOTOBRI RURAL BANK LTD.,2,3,1,2,88.33500000000001,88.33500000000001,100.0,2026-04-13 07:50:52,1,0,READY,VERY_LOW
10160,ASOKORE RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-12 15:40:36,1,0,READY,VERY_LOW
10303,KWAMANMAN RURAL BANK LTD.,1,3,1,1,43.33,43.33,100.0,2025-11-11 17:01:20,0,1,AT_RISK,VERY_LOW
10451,WAMFIE RURAL BANK PLC,1,1,1,1,66.67,66.67,100.0,2026-04-13 15:15:38,1,0,READY,VERY_LOW
10608,ASOKORE RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-13 09:55:13,1,0,READY,VERY_LOW
10710,BRAKWA BREMAN RURAL BANK LTD.,2,2,1,2,78.33500000000001,78.33500000000001,100.0,2026-04-13 08:00:43,1,0,READY,VERY_LOW
10804,Star Life Assurance Limited,2,4,1,2,100.0,100.0,100.0,2026-04-29 21:00:25,1,0,READY,VERY_LOW
10867,Opoku Ware school,2,25,2,2,50.0,50.0,100.0,2025-10-26 13:00:20,1,1,NEAR_READY,VERY_LOW
10871,BOSOME-FREHO RURAL BANK LTD.,2,3,1,2,88.33500000000001,88.33500000000001,100.0,2026-04-13 09:50:47,1,0,READY,VERY_LOW
10884,MEPE AREA RURAL BANK LIMITED,2,8,1,2,83.33,83.33,100.0,2026-04-08 18:52:46,1,0,READY,VERY_LOW
10934,LETSHEGO,1,1,1,1,100.0,100.0,100.0,2025-12-04 16:20:20,1,0,READY,VERY_LOW
11044,BRAKWA BREMAN RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-17 08:16:31,1,0,READY,VERY_LOW
11083,LETSHEGO,1,1,1,1,96.67,96.67,100.0,2025-12-04 15:52:13,1,0,READY,VERY_LOW
11159,OKOMFO ANOKYE RURAL BANK LTD.,1,3,1,1,93.33,93.33,100.0,2026-04-14 14:43:12,1,0,READY,VERY_LOW
11609,Starlife Assurance,1,1,1,1,76.0,76.0,100.0,2025-12-23 11:30:09,1,0,READY,VERY_LOW
11672,LOWER PRA RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-10 15:04:49,1,0,READY,VERY_LOW
11742,MPONUA RURAL BANK LTD.,2,3,1,2,90.0,90.0,100.0,2025-11-06 17:07:38,1,0,READY,VERY_LOW
11788,OKOMFO ANOKYE RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2025-11-10 08:04:26,1,0,READY,VERY_LOW
11796,Opoku Ware School,1,4,1,1,70.0,70.0,100.0,2026-02-18 00:00:28,1,0,READY,VERY_LOW
11917,UPPER AMENFI RURAL BANK LTD.,1,3,1,1,96.67,96.67,100.0,2025-11-08 14:58:21,1,0,READY,VERY_LOW
12032,AKUAPEM RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-13 11:39:32,1,0,READY,VERY_LOW
12138,Starlife Assurance,1,2,1,1,92.0,92.0,100.0,2025-08-18 12:27:22,1,0,READY,VERY_LOW
12490,DENKYIRAMAN RURAL BANK LTD,2,2,1,2,95.0,95.0,100.0,2026-04-13 12:08:41,1,0,READY,VERY_LOW
12579,Opoku Ware School,2,12,1,2,90.0,90.0,100.0,2026-03-23 19:15:13,1,0,READY,VERY_LOW
12647,AMANSIE WEST RURAL BANK LTD.,2,3,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-09 10:22:47,1,0,READY,VERY_LOW
12675,BONZALI RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2025-11-04 19:27:46,1,0,READY,VERY_LOW
12857,ADONTEN COMMUNITY BANK LTD.,1,1,1,1,86.67,86.67,100.0,2025-11-10 13:23:16,1,0,READY,VERY_LOW
12914,YAA ASANTEWAA RURAL BANK LTD.,1,4,1,1,76.67,76.67,100.0,2026-04-09 08:11:06,1,0,READY,VERY_LOW
12982,OKOMFO ANOKYE RURAL BANK LTD.,1,5,1,1,100.0,100.0,100.0,2025-11-10 08:30:25,1,0,READY,VERY_LOW
13253,ATWIMA MPONUA RURAL BANK LTD.,2,6,1,2,98.33500000000001,98.33500000000001,100.0,2026-04-18 12:28:21,1,0,READY,VERY_LOW
13316,ADANSI RURAL BANK LTD.,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-08 10:44:56,1,0,READY,VERY_LOW
13645,KAASEMAN RURAL BANK LTD.,2,4,1,2,91.66499999999999,91.66499999999999,100.0,2026-04-13 08:18:32,1,0,READY,VERY_LOW
13707,ENYAN DENKYIRA RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-04 18:02:36,1,0,READY,VERY_LOW
13816,Abutia Teti R.C. JHS,3,8,2,3,30.32,30.32,100.0,2024-06-21 21:23:51,0,2,AT_RISK,VERY_LOW
13819,AMENFIMAN RURAL BANK LTD.,2,3,1,2,96.67,96.67,100.0,2026-04-08 13:37:48,1,0,READY,VERY_LOW
13960,MICROFIN RURAL BANK LTD.,1,2,1,1,83.33,83.33,100.0,2025-11-11 08:57:51,1,0,READY,VERY_LOW
14039,UPPER MANYA KRO RURAL BANK LTD.,2,3,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-13 17:14:35,1,0,READY,VERY_LOW
14059,BESSFA RURAL BANK LTD.,1,2,1,1,53.33,53.33,100.0,2025-11-11 08:13:44,0,0,NEAR_READY,VERY_LOW
14207,OKOMFO ANOKYE RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2025-11-08 17:42:29,1,0,READY,VERY_LOW
14355,Starlife Assurance,1,1,1,1,100.0,100.0,100.0,2025-08-18 12:14:21,1,0,READY,VERY_LOW
14361,MEPE AREA RURAL BANK LIMITED,2,4,1,2,93.33,93.33,100.0,2026-04-09 15:16:05,1,0,READY,VERY_LOW
14550,ARB APEX BANK PLC,2,5,1,2,80.0,80.0,100.0,2026-04-19 00:34:36,1,0,READY,VERY_LOW
14599,NSUTAMAN RURAL BANK LTD.,1,1,1,1,90.0,93.33,100.0,2025-11-11 12:42:32,1,0,READY,VERY_LOW
14701,AMENFIMAN RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-06 08:02:07,1,0,READY,VERY_LOW
14800,Nagie's Angels  Educational Centre,4,6,1,4,30.605,30.605,100.0,2023-02-22 16:59:42,0,1,AT_RISK,LOW
14806,BUILSA COMMUNITY BANK LTD.,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-11 09:27:44,1,0,READY,VERY_LOW
15031,ARB APEX BANK PLC,2,3,1,2,93.33500000000001,93.33500000000001,100.0,2025-11-28 10:43:16,1,0,READY,VERY_LOW
15150,SEFWIMAN RURAL BANK LTD.,1,1,1,1,93.33,93.33,100.0,2026-04-13 21:07:08,1,0,READY,VERY_LOW
15218,ABOKOBI AREA RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-13 11:52:51,1,0,READY,VERY_LOW
15360,CAPITAL RURAL BANK LTD.,2,2,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-10 08:54:12,1,0,READY,VERY_LOW
15423,KAASEMAN RURAL BANK LTD.,2,3,1,2,93.33500000000001,95.0,100.0,2026-04-13 22:03:21,1,0,READY,VERY_LOW
15462,knust,1,1,1,1,8.0,8.0,100.0,2022-12-19 12:58:45,0,1,AT_RISK,VERY_LOW
15567,AMENFIMAN RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-14 17:32:06,1,0,READY,VERY_LOW
15574,starlife,2,2,2,2,50.5,50.5,100.0,2025-09-08 09:17:48,0,0,NEAR_READY,VERY_LOW
15614,UNKNOWN_UNMAPPED,1,2,1,1,96.67,96.67,100.0,2026-04-14 17:20:30,1,0,READY,VERY_LOW
15734,YAA ASANTEWAA RURAL BANK LTD.,1,5,1,1,80.0,80.0,100.0,2025-11-11 01:06:34,1,0,READY,VERY_LOW
15891,AMANSIE WEST RURAL BANK LTD.,2,2,1,2,90.0,90.0,100.0,2026-04-08 15:07:24,1,0,READY,VERY_LOW
15957,UNKNOWN_UNMAPPED,2,4,1,2,75.0,75.0,100.0,2026-04-18 17:27:56,1,0,READY,VERY_LOW
15987,Star Life Assurance Limited,2,6,1,2,52.5,52.5,100.0,2026-05-08 21:52:58,0,0,NEAR_READY,VERY_LOW
16096,ARB APEX BANK PLC,1,3,1,1,100.0,100.0,100.0,2025-11-11 07:51:01,1,0,READY,VERY_LOW
16228,SONZELE RURAL BANK LTD.,2,9,1,2,55.0,55.0,100.0,2026-04-15 18:15:36,0,0,NEAR_READY,VERY_LOW
16390,UNKNOWN_UNMAPPED,1,1,1,1,93.33,93.33,100.0,2026-04-18 11:35:01,1,0,READY,VERY_LOW
16512,FIASEMAN RURAL BANK LTD.,2,2,1,2,100.0,100.0,100.0,2026-04-14 12:43:49,1,0,READY,VERY_LOW
16613,ARB APEX BANK PLC,3,3,1,3,92.22333333333334,92.22333333333334,100.0,2025-12-09 09:11:23,1,0,READY,LOW
16622,ODOTOBRI RURAL BANK LTD.,2,3,1,2,93.33,93.33,100.0,2026-04-13 12:54:51,1,0,READY,VERY_LOW
16818,MALTAABA COMMUNITY BANK LTD,1,2,1,1,83.33,83.33,100.0,2025-11-06 09:00:23,1,0,READY,VERY_LOW
16824,MANYA KROBO RURAL BANK LTD.,1,1,1,1,90.0,90.0,100.0,2026-04-14 10:45:50,1,0,READY,VERY_LOW
16905,ADANSI RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-13 22:35:00,1,0,READY,VERY_LOW
17002,ARB APEX BANK PLC,1,2,1,1,90.0,90.0,100.0,2025-01-23 15:22:41,1,0,READY,VERY_LOW
17094,FIASEMAN RURAL BANK LTD.,1,4,1,1,90.0,90.0,100.0,2026-04-13 20:22:27,1,0,READY,VERY_LOW
17225,Opoku Ware School,1,2,1,1,50.0,50.0,100.0,2026-02-04 09:42:59,0,0,NEAR_READY,VERY_LOW
17540,PrettyUp,1,5,1,1,80.0,80.0,100.0,2024-11-30 13:46:19,1,0,READY,VERY_LOW
17920,SUMA RURAL BANK LTD.,1,2,1,1,83.33,83.33,100.0,2026-04-16 08:17:09,1,0,READY,VERY_LOW
17932,ATWIMA MPONUA RURAL BANK LTD.,2,2,1,2,96.66499999999999,96.66499999999999,100.0,2026-04-16 17:04:24,1,0,READY,VERY_LOW
18342,OFFINSO RURAL BANK LTD.,1,1,1,1,86.67,86.67,100.0,2025-11-10 10:28:40,1,0,READY,VERY_LOW
18403,OKOMFO ANOKYE RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2026-04-13 12:46:21,1,0,READY,VERY_LOW
18629,ANLO RURAL BANK LIMITED,3,3,1,3,90.0,90.0,100.0,2026-04-14 07:33:46,1,0,READY,LOW
18673,BESSFA RURAL BANK LTD.,2,5,1,2,100.0,100.0,100.0,2026-04-07 19:42:51,1,0,READY,VERY_LOW
18747,ODUPONGKPEHE RURAL BANK PLC,1,1,1,1,96.67,96.67,100.0,2025-11-04 14:59:48,1,0,READY,VERY_LOW
18825,ARB APEX BANK PLC,2,3,1,2,98.33500000000001,98.33500000000001,100.0,2025-12-09 17:03:34,1,0,READY,VERY_LOW
19089,EJURAMAN RURAL BANK LIMITED,1,1,1,1,100.0,100.0,100.0,2025-05-02 09:36:53,1,0,READY,VERY_LOW
19133,BOSOMTWE RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-11 13:31:17,1,0,READY,VERY_LOW
19417,Notre Dame Semenary Senior High school,2,5,1,2,85.0,85.0,100.0,2026-05-29 11:49:36,1,0,READY,VERY_LOW
19426,LOWER PRA RURAL BANK LTD.,2,8,1,2,90.0,90.0,100.0,2026-04-11 14:36:16,1,0,READY,VERY_LOW
19607,AMENFIMAN RURAL BANK LTD.,1,2,1,1,96.67,96.67,100.0,2025-11-04 14:01:13,1,0,READY,VERY_LOW
19910,Suhum Rural Bank LTD.,1,1,1,1,93.33,93.33,100.0,2025-11-11 11:41:37,1,0,READY,VERY_LOW
19924,OKOMFO ANOKYE RURAL BANK LTD.,2,3,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-13 08:31:49,1,0,READY,VERY_LOW
20043,DANGME RURAL BANK LTD.,2,4,1,2,96.67,96.67,100.0,2026-04-13 11:27:44,1,0,READY,VERY_LOW
20104,NKORANZA KWABRE RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2026-04-10 20:04:26,1,0,READY,VERY_LOW
20760,kajaji Senior high school,1,3,1,1,35.0,35.0,100.0,2026-06-05 13:45:10,0,1,AT_RISK,VERY_LOW
20859,ENYAN DENKYIRA RURAL BANK LTD.,2,4,1,2,90.0,90.0,100.0,2025-11-04 20:40:25,1,0,READY,VERY_LOW
20949,DANGME RURAL BANK LTD.,2,2,1,2,91.67,91.67,100.0,2026-04-14 08:23:09,1,0,READY,VERY_LOW
20970,NAGIE'S QANGELS EDU CENTRE,2,4,2,2,53.75,53.75,100.0,2023-02-16 18:36:45,0,0,NEAR_READY,VERY_LOW
21005,ANUM RURAL BANK LTD.,2,3,1,2,86.66499999999999,88.33,100.0,2026-04-15 14:46:23,1,0,READY,VERY_LOW
21621,NKORANZA KWABRE RURAL BANK LTD,2,5,1,2,86.66499999999999,86.66499999999999,100.0,2026-04-11 13:04:33,1,0,READY,VERY_LOW
21951,AVENOR RURAL BANK LTD.,1,2,1,1,83.33,83.33,100.0,2026-04-12 19:22:13,1,0,READY,VERY_LOW
22015,LOWER PRA RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-13 16:35:12,1,0,READY,VERY_LOW
22040,OKOMFO ANOKYE RURAL BANK LTD.,1,1,1,1,80.0,80.0,100.0,2025-11-10 10:44:16,1,0,READY,VERY_LOW
22209,Opoku Ware School,3,14,2,3,60.0,60.0,100.0,2026-02-01 23:57:16,1,1,NEAR_READY,VERY_LOW
22366,UNKNOWN_UNMAPPED,2,4,2,2,48.75,48.75,100.0,2026-04-09 13:37:37,0,1,NEAR_READY,VERY_LOW
22666,Opoku Ware School,1,21,1,1,100.0,100.0,100.0,2026-03-17 00:48:00,1,0,READY,VERY_LOW
22733,ODOTOBRI RURAL BANK LTD.,2,2,1,2,90.0,90.0,100.0,2026-04-10 18:31:28,1,0,READY,VERY_LOW
22797,BOSOME-FREHO RURAL BANK LTD.,2,2,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-07 11:59:14,1,0,READY,VERY_LOW
22902,OFFINSO RURAL BANK LTD.,1,3,1,1,96.67,96.67,100.0,2025-11-10 09:18:04,1,0,READY,VERY_LOW
22963,UPPER AMENFI RURAL BANK LTD.,1,2,1,1,86.67,86.67,100.0,2025-11-09 12:31:17,1,0,READY,VERY_LOW
23106,ODOTOBRI RURAL BANK LTD.,1,1,1,1,83.33,83.33,100.0,2026-04-13 11:28:40,1,0,READY,VERY_LOW
23110,MICROFIN RURAL BANK LTD.,2,2,1,2,75.0,75.0,100.0,2026-04-09 19:04:40,1,0,READY,VERY_LOW
23166,AMENFIMAN RURAL BANK LTD.,1,1,1,1,100.0,100.0,100.0,2025-11-10 08:35:39,1,0,READY,VERY_LOW
23191,ODOTOBRI RURAL BANK LTD.,1,1,1,1,96.67,96.67,100.0,2026-04-12 02:38:38,1,0,READY,VERY_LOW
23555,AMENFIMAN RURAL BANK LTD.,2,3,1,2,85.0,85.0,100.0,2026-04-07 15:30:22,1,0,READY,VERY_LOW
23717,NZEMA MANLE RURAL BANK LTD.,2,11,1,2,95.0,95.0,100.0,2026-04-14 19:14:28,1,0,READY,VERY_LOW
23761,AMENFIMAN RURAL BANK LTD.,2,2,1,2,95.0,95.0,100.0,2026-04-13 12:22:25,1,0,READY,VERY_LOW
23824,Starlife Assurance,1,5,1,1,92.0,92.0,100.0,2025-08-22 12:13:24,1,0,READY,VERY_LOW
24047,ODOTOBRI RURAL BANK LTD.,2,2,1,2,93.33500000000001,93.33500000000001,100.0,2026-04-13 17:45:38,1,0,READY,VERY_LOW
24073,ABOKOBI AREA RURAL BANK LTD.,2,3,1,2,96.67,96.67,100.0,2026-04-11 20:04:50,1,0,READY,VERY_LOW
24501,KWAHU PRASO RURAL BANK LIMITED,3,4,1,3,92.22333333333334,92.22333333333334,100.0,2026-04-12 11:31:19,1,0,READY,LOW
25088,BRAKWA BREMAN RURAL BANK LTD.,1,2,1,1,83.33,83.33,100.0,2026-04-18 11:40:12,1,0,READY,VERY_LOW
