user_id,institute_std,class_id,avg_score_pct,avg_accuracy_expected_pct,avg_completion_pct,attempt_count,test_count,question_evidence_count,repeat_attempt_available_flag,readiness_score_pct,evidence_score,evidence_level,low_evidence_flag,readiness_eligible_flag,readiness_block_reason,readiness_band,readiness_confidence_level
4227,UPPER AMENFI RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,1,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
4257,AVENOR RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4443,OKOMFO ANOKYE RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,1,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4557,UPPER MANYA KRO RURAL BANK LTD,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4598,UPPER AMENFI RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,1,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
4622,ASOKORE MAMPONG RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,0,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
4640,KAASEMAN RURAL BANK LTD.,520,85.0,85.0,100.0,2,2,2,0,88.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
4692,BRAKWA BREMAN RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,0,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4736,NZEMA MANLE RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,1,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
4813,kapps,623,70.0,70.0,100.0,1,1,1,1,76.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4813,kapps,624,85.0,85.0,100.0,1,1,1,0,88.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4813,kapps,626,75.0,75.0,100.0,1,1,1,1,80.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4813,kapps,627,70.0,70.0,100.0,1,1,1,1,76.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
4868,AMENFIMAN RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,0,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
4901,AMENFIMAN RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
5288,LETSHEGO,70,100.0,100.0,100.0,3,3,3,1,100.0,24.4,LOW,0,1,none,READY,LOW
5393,KINTAMPO RURAL BANK LIMITED,520,87.78000000000002,87.78000000000002,100.0,3,3,3,1,90.22,24.4,LOW,0,1,none,READY,LOW
5473,MANYA KROBO RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,1,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
5490,AMANSIE WEST RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,0,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
5672,YAASANTEWAA RURAL BANK PLC,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
5755,CAPITAL RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,1,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
5963,UNKNOWN_UNMAPPED,520,66.67,66.67,100.0,1,1,1,0,73.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
6101,KINTAMPO RURAL BANK LIMITED,520,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
6115,OKOMFO ANOKYE RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
6243,Starlife Assurance,601,40.0,40.0,100.0,1,1,1,1,52.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
6273,ADANSI RURAL BANK LIMITED,520,96.67,96.67,100.0,2,2,2,0,97.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
6313,BONZALI RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
6463,ADA RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
6967,UNKNOWN_UNMAPPED,360,20.0,20.0,100.0,1,1,1,0,36.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
7061,LESHEGO,70,92.85714285714286,92.85714285714286,100.0,7,7,7,1,94.29,27.6,LOW,0,1,none,READY,LOW
7492,ODOTOBRI RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,0,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
7603,KaPPS,623,67.5,67.5,100.0,1,1,1,1,74.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
7603,KaPPS,624,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
7603,KaPPS,626,72.5,72.5,100.0,1,1,1,1,78.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
7603,KaPPS,627,85.0,85.0,100.0,1,1,1,1,88.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
7736,BOSOME-FREHO RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
7796,NZEMA MANLE RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
8142,AKUAPEM RURAL BANK LTD.,520,83.33500000000001,83.33500000000001,100.0,2,2,2,1,86.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
8343,MANYA KROBO RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
8566,UNKNOWN_UNMAPPED,360,40.0,40.0,100.0,1,1,1,1,52.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
8615,YAA ASANTEWAA RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
8906,Kajaji Senior high school,598,50.0,50.0,100.0,1,1,1,1,60.0,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
9059,ARB APEX BANK PLC,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
9063,TIZAA RURAL BANK LTD.,520,86.66499999999999,86.66499999999999,100.0,2,2,2,1,89.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
9260,ODOTOBRI RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
9370,NKORANMAN RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,0,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
9522,KWAHU PRASO RURAL BANK LIMITED,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
9675,BESSFA RURAL BANK LTD.,520,86.66499999999999,86.66499999999999,100.0,2,2,2,0,89.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
9879,MANYA KROBO RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
9986,AHANTAMAN RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
10017,NKORANZA KWABRE RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
10136,ODOTOBRI RURAL BANK LTD.,520,88.33500000000001,88.33500000000001,100.0,2,2,2,1,90.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
10160,ASOKORE RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
10303,KWAMANMAN RURAL BANK LTD.,520,43.33,43.33,100.0,1,1,1,1,54.66,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
10451,WAMFIE RURAL BANK PLC,520,66.67,66.67,100.0,1,1,1,0,73.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
10608,ASOKORE RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
10710,BRAKWA BREMAN RURAL BANK LTD.,520,78.33500000000001,78.33500000000001,100.0,2,2,2,0,82.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
10804,Star Life Assurance Limited,600,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
10867,Opoku Ware school,360,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
10867,Opoku Ware school,598,20.0,20.0,100.0,1,1,1,1,36.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
10871,BOSOME-FREHO RURAL BANK LTD.,520,88.33500000000001,88.33500000000001,100.0,2,2,2,1,90.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
10884,MEPE AREA RURAL BANK LIMITED,520,83.33,83.33,100.0,2,2,2,1,86.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
10934,LETSHEGO,70,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11044,BRAKWA BREMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11083,LETSHEGO,70,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11159,OKOMFO ANOKYE RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,1,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11609,Starlife Assurance,601,76.0,76.0,100.0,1,1,1,0,80.8,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11672,LOWER PRA RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11742,MPONUA RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
11788,OKOMFO ANOKYE RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,1,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11796,Opoku Ware School,599,70.0,70.0,100.0,1,1,1,1,76.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
11917,UPPER AMENFI RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
12032,AKUAPEM RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
12138,Starlife Assurance,601,92.0,92.0,100.0,1,1,1,1,93.6,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
12490,DENKYIRAMAN RURAL BANK LTD,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
12579,Opoku Ware School,599,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
12647,AMANSIE WEST RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,1,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
12675,BONZALI RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
12857,ADONTEN COMMUNITY BANK LTD.,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
12914,YAA ASANTEWAA RURAL BANK LTD.,520,76.67,76.67,100.0,1,1,1,1,81.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
12982,OKOMFO ANOKYE RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
13253,ATWIMA MPONUA RURAL BANK LTD.,520,98.33500000000001,98.33500000000001,100.0,2,2,2,1,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
13316,ADANSI RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
13645,KAASEMAN RURAL BANK LTD.,520,91.66499999999999,91.66499999999999,100.0,2,2,2,1,93.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
13707,ENYAN DENKYIRA RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
13816,Abutia Teti R.C. JHS,256,43.14,43.14,100.0,2,2,2,1,54.51,16.93,VERY_LOW,0,1,none,AT_RISK,VERY_LOW
13816,Abutia Teti R.C. JHS,274,17.5,17.5,100.0,1,1,1,0,34.0,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
13819,AMENFIMAN RURAL BANK LTD.,520,96.67,96.67,100.0,2,2,2,1,97.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
13960,MICROFIN RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,1,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
14039,UPPER MANYA KRO RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,1,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
14059,BESSFA RURAL BANK LTD.,520,53.33,53.33,100.0,1,1,1,1,62.66,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
14207,OKOMFO ANOKYE RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
14355,Starlife Assurance,601,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
14361,MEPE AREA RURAL BANK LIMITED,520,93.33,93.33,100.0,2,2,2,1,94.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
14550,ARB APEX BANK PLC,520,80.0,80.0,100.0,2,2,2,1,84.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
14599,NSUTAMAN RURAL BANK LTD.,520,90.0,93.33,100.0,1,1,1,0,93.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
14701,AMENFIMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
14800,Nagie's Angels  Educational Centre,254,30.605,30.605,100.0,4,4,4,1,44.48,25.2,LOW,0,1,none,AT_RISK,LOW
14806,BUILSA COMMUNITY BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15031,ARB APEX BANK PLC,520,93.33500000000001,93.33500000000001,100.0,2,2,2,1,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15150,SEFWIMAN RURAL BANK LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
15218,ABOKOBI AREA RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15360,CAPITAL RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,0,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15423,KAASEMAN RURAL BANK LTD.,520,93.33500000000001,95.0,100.0,2,2,2,1,95.17,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15462,knust,259,8.0,8.0,100.0,1,1,1,0,26.4,9.47,VERY_LOW,1,1,none,AT_RISK,VERY_LOW
15567,AMENFIMAN RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15574,starlife,600,45.0,45.0,100.0,1,1,1,0,56.0,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
15574,starlife,601,56.0,56.0,100.0,1,1,1,0,64.8,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
15614,UNKNOWN_UNMAPPED,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
15734,YAA ASANTEWAA RURAL BANK LTD.,520,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
15891,AMANSIE WEST RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,0,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15957,UNKNOWN_UNMAPPED,520,75.0,75.0,100.0,2,2,2,1,80.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
15987,Star Life Assurance Limited,600,52.5,52.5,100.0,2,2,2,1,62.0,16.93,VERY_LOW,0,1,none,NEAR_READY,VERY_LOW
16096,ARB APEX BANK PLC,520,100.0,100.0,100.0,1,1,1,1,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
16228,SONZELE RURAL BANK LTD.,520,55.0,55.0,100.0,2,2,2,1,64.0,16.93,VERY_LOW,0,1,none,NEAR_READY,VERY_LOW
16390,UNKNOWN_UNMAPPED,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
16512,FIASEMAN RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,0,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
16613,ARB APEX BANK PLC,520,92.22333333333334,92.22333333333334,100.0,3,3,3,0,93.78,24.4,LOW,0,1,none,READY,LOW
16622,ODOTOBRI RURAL BANK LTD.,520,93.33,93.33,100.0,2,2,2,1,94.66,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
16818,MALTAABA COMMUNITY BANK LTD,520,83.33,83.33,100.0,1,1,1,1,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
16824,MANYA KROBO RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,0,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
16905,ADANSI RURAL BANK LTD.,520,95.0,95.0,100.0,2,2,2,0,96.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
17002,ARB APEX BANK PLC,520,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
17094,FIASEMAN RURAL BANK LTD.,520,90.0,90.0,100.0,1,1,1,1,92.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
17225,Opoku Ware School,596,50.0,50.0,100.0,1,1,1,1,60.0,9.47,VERY_LOW,1,1,none,NEAR_READY,VERY_LOW
17540,PrettyUp,360,80.0,80.0,100.0,1,1,1,1,84.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
17920,SUMA RURAL BANK LTD.,520,83.33,83.33,100.0,1,1,1,1,86.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
17932,ATWIMA MPONUA RURAL BANK LTD.,520,96.66499999999999,96.66499999999999,100.0,2,2,2,0,97.33,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
18342,OFFINSO RURAL BANK LTD.,520,86.67,86.67,100.0,1,1,1,0,89.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
18403,OKOMFO ANOKYE RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
18629,ANLO RURAL BANK LIMITED,520,90.0,90.0,100.0,3,3,3,0,92.0,24.4,LOW,0,1,none,READY,LOW
18673,BESSFA RURAL BANK LTD.,520,100.0,100.0,100.0,2,2,2,1,100.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
18747,ODUPONGKPEHE RURAL BANK PLC,520,96.67,96.67,100.0,1,1,1,0,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
18825,ARB APEX BANK PLC,520,98.33500000000001,98.33500000000001,100.0,2,2,2,1,98.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
19089,EJURAMAN RURAL BANK LIMITED,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
19133,BOSOMTWE RURAL BANK LTD.,520,100.0,100.0,100.0,1,1,1,0,100.0,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
19417,Notre Dame Semenary Senior High school,598,85.0,85.0,100.0,2,2,2,1,88.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
19426,LOWER PRA RURAL BANK LTD.,520,90.0,90.0,100.0,2,2,2,1,92.0,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
19607,AMENFIMAN RURAL BANK LTD.,520,96.67,96.67,100.0,1,1,1,1,97.34,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
19910,Suhum Rural Bank LTD.,520,93.33,93.33,100.0,1,1,1,0,94.66,9.47,VERY_LOW,1,1,none,READY,VERY_LOW
19924,OKOMFO ANOKYE RURAL BANK LTD.,520,93.33500000000001,93.33500000000001,100.0,2,2,2,1,94.67,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
20043,DANGME RURAL BANK LTD.,520,96.67,96.67,100.0,2,2,2,1,97.34,16.93,VERY_LOW,0,1,none,READY,VERY_LOW
